C=S(C1=CC=C(OC2=CC=C(C3=CC=C(C)C=C3)C=C2)C=C1)(C4=CC=C(OC5=C(C[N+](C)(C)C)C=C(C6=CC([N+](C)(C)C)=C(OC7=CC=C(S(C8=CC=C(OC)C=C8)(=O)=O)C=C7)C(C[N+](C)(C)C)=C6)C=C5C[N+](C)(C)C)C=C4)=C,0.25,0.75,0.333,1,0.0361
CC1=CC(C)=C(OC2=CC(CN3N=NC(C[N+](C)(C)C)=C3)=C(OC4=C(Br)C(C)=C(OC)C(C)=C4)C(C)=C2)C(CC)=C1,0.393,0.607,0.647,1,0.10748691
CC1=CC(C)=C(OC2=CC(CN3N=NC(C[N+](C)(C)CCCCCCCCCCCC)=C3)=C(OC4=C(Br)C(C)=C(OC)C(C)=C4)C(C)=C2)C(CC)=C1,0.473,0.527,0.898,1,0.1095288
CC1=CC(C)=C(OC2=CC(CN3N=NC(C[N+](C)(C)CCCCCCCCCCCCCCCCCC)=C3)=C(OC4=C(Br)C(C)=C(OC)C(C)=C4)C(C)=C2)C(CC)=C1,0.52,0.48,1.083,1,0.13104712
CC1=CC(C)=C(OC2=CC(CN3N=NC(C[N+](C)(C)CCCCCCCCCCCCCCCCCCCCCCCCCC)=C3)=C(OC4=C(Br)C(C)=C(OC)C(C)=C4)C(C)=C2)C(CC)=C1,0.543,0.457,1.188,1,0.14298429
CC1=CC(C)=C(OC2=C(Br)C(C)=C(OC3=CC(CBr)=C(OC)C(C)=C3)C(C)=C2)C(C[N+](C)(C)CCCCCCCCCC)=C1,0.487,0.513,0.949,1,0.04293194
O=S(C1=CC=C(OC2=CC=C(C(C=C3)=CC=C3OC4=C(C5=CC(C[N+](C)(C)C)=CC(C[N+](C)(C)C)=C5)C=C(S(C6=CC(C7=CC(C[N+](C)(C)C)=CC(C[N+](C)(C)C)=C7)=C(OC)C(C8=CC(C[N+](C)(C)C)=CC(C[N+](C)(C)C)=C8)=C6)(=O)=O)C=C4C9=CC(C[N+](C)(C)C)=CC(C[N+](C)(C)C)=C9)C=C2)C=C1)(C%10=CC=C(OC%11=CC=C(C%12=CC=C(C)C=C%12)C=C%11)C=C%10)=O,0.12,0.88,0.136,1,0.054
O=S(C1=CC=C(OC2=CC=C(C(C=C3)=CC=C3OC4=C(C5=CC(C[N+](C)(C)C)=CC(C[N+](C)(C)C)=C5)C=C(S(C6=CC(C7=CC(C[N+](C)(C)C)=CC(C[N+](C)(C)C)=C7)=C(OC)C(C8=CC(C[N+](C)(C)C)=CC(C[N+](C)(C)C)=C8)=C6)(=O)=O)C=C4C9=CC(C[N+](C)(C)C)=CC(C[N+](C)(C)C)=C9)C=C2)C=C1)(C%10=CC=C(OC%11=CC=C(C%12=CC=C(C)C=C%12)C=C%11)C=C%10)=O,0.16,0.84,0.19,1,0.071
O=S(C1=CC=C(OC2=CC=C(C(C=C3)=CC=C3OC4=C(C5=CC(C[N+](C)(C)C)=CC(C[N+](C)(C)C)=C5)C=C(S(C6=CC(C7=CC(C[N+](C)(C)C)=CC(C[N+](C)(C)C)=C7)=C(OC)C(C8=CC(C[N+](C)(C)C)=CC(C[N+](C)(C)C)=C8)=C6)(=O)=O)C=C4C9=CC(C[N+](C)(C)C)=CC(C[N+](C)(C)C)=C9)C=C2)C=C1)(C%10=CC=C(OC%11=CC=C(C%12=CC=C(C)C=C%12)C=C%11)C=C%10)=O,0.2,0.8,0.25,1,0.082
CC1=C(OC)C(C[N+](C)(C)C)=CC(OC2=C(C)C=C(C)C=C2C)=C1,0.3,0.7,0.429,1,0.02705202
CC1=C(OC)C(C[N+](C)(C)C)=CC(OC2=C(C)C=C(C)C=C2C)=C1,0.4,0.6,0.667,1,0.04950867
CCC(CC(CCCCCC(CC(CC(C)C1=CC=C(C2=CC=C(CC[N+](C)(C)C)C=C2)C=C1)C3=CC=CC=C3)CC)C4=CC=C(C5=CC=C(CC[N+](C)(C)C)C=C5)C=C4)C6=CC=CC=C6,0.26,0.74,0.351,1,0.102
CCC(CC(CCCCCC(CC(CC(C)C1=CC=C(C2=CC=C(CCCCCC[N+](C)(C)C)C=C2)C=C1)C3=CC=CC=C3)CC)C4=CC=C(C5=CC=C(CCCCCC[N+](C)(C)C)C=C5)C=C4)C6=CC=CC=C6,0.26,0.74,0.351,1,0.063
[H]CC1=C(OC)C(C[N+](C)(C)CCCCCCN(C)C)=CC(C(C)(C)C2=CC(C[H])=C(OC3=CC=CC(OC4=CC=C(C(C(F)(F)F)(C(F)(F)F)C5=CC=C(OC6=CC=CC(C)=C6C#N)C=C5)C=C4)=C3C#N)C(C[H])=C2)=C1,0.4,0.6,0.667,1,0.0319672
[H]CC1=C(OC)C(C[N+](C)(C)CCCCCCN(C)C)=CC(C(C)(C)C2=CC(C[H])=C(OC3=CC=CC(OC4=CC=C(C(C(F)(F)F)(C(F)(F)F)C5=CC=C(OC6=CC=CC(C)=C6C#N)C=C5)C=C4)=C3C#N)C(C[H])=C2)=C1,0.49,0.51,0.961,1,0.0434426
[H]CC1=C(OC)C(C[N+](C)(C)CCCCCCN(C)C)=CC(C(C)(C)C2=CC(C[H])=C(OC3=CC=CC(OC4=CC=C(C(C(F)(F)F)(C(F)(F)F)C5=CC=C(OC6=CC=CC(C)=C6C#N)C=C5)C=C4)=C3C#N)C(C[H])=C2)=C1,0.61,0.39,1.564,1,0.0640984
